sample_name,fname,min_t,max_t,label,species,quality,site,date,classID,class,fold,subset,INCT20955_ABSENCE,INCT20955_BOAFAB_F,INCT20955_BOAFAB_M,INCT20955_PHYCUV_F,INCT20955_PHYCUV_M,INCT41_ABSENCE,INCT41_BOAALB_F,INCT41_BOAALB_M,INCT41_BOALUN_F,INCT41_BOALUN_M,INCT41_DENCRU_F,INCT41_DENCRU_M,INCT41_PHYCUV_F,INCT41_PHYCUV_M,INCT41_PHYMAR_F,INCT41_PHYMAR_M,INCT41_PITAZU_F,INCT41_PITAZU_M
SAMPLE_00022_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,36,39,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00023_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,39,42,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00024_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,42,45,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00025_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,45,48,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00026_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,48,51,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00027_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,51,54,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00028_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,54,57,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00029_INCT20955_BOAFAB_M_FOLD_3.wav,INCT20955_20191011_214500,57,60,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-11 21:45:00,2,INCT20955_BOAFAB_M,3,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00030_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,2,5,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00031_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,4,7,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00032_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,8,11,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00033_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,9,12,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00034_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,11,14,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00035_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,24,27,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00036_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,29,32,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00037_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,31,34,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00038_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,34,37,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00039_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,37,40,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00040_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,39,42,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00041_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,42,45,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00042_INCT20955_PHYCUV_M_FOLD_3.wav,INCT20955_20191011_214500,45,48,PHYCUV_M,PHYCUV,M,INCT20955,2019-10-11 21:45:00,11,INCT20955_PHYCUV_M,3,train,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00043_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,45,48,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00044_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,50,53,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00045_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,53,56,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00046_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,55,58,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00047_INCT20955_PHYCUV_F_FOLD_3.wav,INCT20955_20191011_214500,57,60,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 21:45:00,5,INCT20955_PHYCUV_F,3,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00048_INCT20955_PHYCUV_F_FOLD_2.wav,INCT20955_20191011_223000,51,54,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 22:30:00,5,INCT20955_PHYCUV_F,2,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00049_INCT20955_PHYCUV_F_FOLD_2.wav,INCT20955_20191011_223000,54,57,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 22:30:00,5,INCT20955_PHYCUV_F,2,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00050_INCT20955_PHYCUV_F_FOLD_2.wav,INCT20955_20191011_223000,57,60,PHYCUV_F,PHYCUV,F,INCT20955,2019-10-11 22:30:00,5,INCT20955_PHYCUV_F,2,train,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00051_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,0,3,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00052_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,1,4,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00053_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,4,7,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00054_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,7,10,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00055_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,12,15,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00056_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,16,19,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00057_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,17,20,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00058_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,19,22,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00059_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,21,24,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00060_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,23,26,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00061_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,25,28,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00062_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,26,29,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00063_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,30,33,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00064_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,31,34,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00065_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,35,38,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00066_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,37,40,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00067_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,39,42,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00068_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,41,44,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00069_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,42,45,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00070_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,48,51,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00071_INCT20955_BOAFAB_F_FOLD_4.wav,INCT20955_20191011_233000,52,55,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-11 23:30:00,8,INCT20955_BOAFAB_F,4,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00072_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,2,5,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00073_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,3,6,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00074_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,6,9,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00075_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,10,13,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00076_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,12,15,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00077_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,16,19,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00078_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,17,20,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00079_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,20,23,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00080_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,23,26,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00081_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,26,29,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00082_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,28,31,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00083_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,30,33,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00084_INCT20955_BOAFAB_F_FOLD_2.wav,INCT20955_20191012_033000,31,34,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-12 03:30:00,8,INCT20955_BOAFAB_F,2,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00085_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,33,36,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00086_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,35,38,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00087_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,37,40,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00088_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,39,42,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00089_INCT20955_BOAFAB_F_FOLD_2.wav,INCT20955_20191012_033000,40,43,BOAFAB_F,BOAFAB,F,INCT20955,2019-10-12 03:30:00,8,INCT20955_BOAFAB_F,2,train,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00090_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,41,44,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_00091_INCT20955_BOAFAB_M_FOLD_2.wav,INCT20955_20191012_033000,44,47,BOAFAB_M,BOAFAB,M,INCT20955,2019-10-12 03:30:00,2,INCT20955_BOAFAB_M,2,train,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
